Batch_ID,RR_Retailer_Name,RR_Receipt_Date,RR_Received_Quantity,RR_Stock_as_on,RR_Stock_as_on_Date,RR_City,RR_Transit
BF2025010100,R39,27-01-2025,275,179,13-02-2025,Bangalore,1
BF2025010100,R40,29-01-2025,298,157,17-02-2025,Bangalore,2
BF2025010100,R33,08-02-2025,52,38,28-02-2025,Bangalore,2
BF2025010101,R98,27-01-2025,64,53,17-02-2025,Chennai,2
BF2025010101,R169,28-01-2025,132,78,15-02-2025,Chennai,2
BF2025010101,R147,29-01-2025,87,47,15-02-2025,Chennai,2
BF2025010101,R188,29-01-2025,31,23,16-02-2025,Chennai,1
BF2025010101,R78,31-01-2025,147,89,23-02-2025,Chennai,2
BF2025010101,R69,01-02-2025,121,95,16-02-2025,Chennai,2
BF2025010101,R13,08-02-2025,1,0,20-02-2025,Chennai,2
BF2025010101,R32,10-02-2025,25,13,22-02-2025,Chennai,2
BF2025010101,R128,11-02-2025,166,87,07-03-2025,Chennai,1
BF2025010101,R80,04-02-2025,131,105,24-02-2025,Chennai,1
BF2025010105,R78,31-01-2025,76,52,19-02-2025,Pune,1
BF2025010105,R102,02-02-2025,331,176,13-02-2025,Pune,2
BF2025010105,R25,04-02-2025,354,227,01-03-2025,Pune,1
BF2025010105,R93,07-02-2025,414,347,22-02-2025,Pune,2
BF2025010105,R86,09-02-2025,186,135,24-02-2025,Pune,2
BF2025010105,R177,05-02-2025,97,63,24-02-2025,Pune,1
BF2025010105,R101,07-02-2025,230,163,17-02-2025,Pune,2
BF2025010105,R80,07-02-2025,219,175,20-02-2025,Pune,1
BF2025010105,R46,09-02-2025,47,37,03-03-2025,Pune,2
BF2025010108,R73,14-01-2025,74,59,07-02-2025,Delhi,1
BF2025010108,R198,17-01-2025,153,92,08-02-2025,Delhi,2
BF2025010108,R69,16-01-2025,71,44,05-02-2025,Delhi,1
BF2025010108,R192,18-01-2025,141,82,06-02-2025,Delhi,2
BF2025010108,R186,19-01-2025,86,63,29-01-2025,Delhi,2
BF2025010108,R68,19-01-2025,23,12,08-02-2025,Delhi,1
BF2025010108,R181,21-01-2025,22,17,04-02-2025,Delhi,2
BF2025010108,R33,29-01-2025,100,52,14-02-2025,Delhi,2
BF2025010112,R36,25-02-2025,52,31,16-03-2025,Ahmedabad,1
BF2025010112,R124,27-02-2025,331,230,13-03-2025,Ahmedabad,1
BF2025010112,R40,01-03-2025,175,134,11-03-2025,Ahmedabad,1
BF2025010112,R129,03-03-2025,85,65,17-03-2025,Ahmedabad,1
BF2025010112,R164,02-03-2025,266,182,21-03-2025,Ahmedabad,2
BF2025010112,R169,08-03-2025,91,65,24-03-2025,Ahmedabad,2
BF2025010112,R28,04-03-2025,58,32,23-03-2025,Ahmedabad,2
BF2025010112,R168,04-03-2025,210,154,26-03-2025,Ahmedabad,1
BF2025010127,R55,01-02-2025,684,505,25-02-2025,Kolkata,1
BF2025010127,R200,03-02-2025,513,330,17-02-2025,Kolkata,1
BF2025010127,R147,05-02-2025,245,143,23-02-2025,Kolkata,1
BF2025010127,R91,07-02-2025,59,40,27-02-2025,Kolkata,1
BF2025010127,R148,06-02-2025,441,322,27-02-2025,Kolkata,2
BF2025010127,R14,11-02-2025,102,60,02-03-2025,Kolkata,1
BF2025010127,R9,08-02-2025,291,182,22-02-2025,Kolkata,2
BF2025010127,R29,15-02-2025,597,318,08-03-2025,Kolkata,1
BF2025010127,R33,18-02-2025,489,300,03-03-2025,Kolkata,2
BF2025010127,R168,20-02-2025,545,358,08-03-2025,Kolkata,2
BF2025010129,R164,31-01-2025,51,42,24-02-2025,Kolkata,2
BF2025010129,R147,01-02-2025,285,210,11-02-2025,Kolkata,2
BF2025010129,R27,04-02-2025,413,240,14-02-2025,Kolkata,2
BF2025010129,R12,02-02-2025,91,62,23-02-2025,Kolkata,1
BF2025010129,R10,04-02-2025,238,147,27-02-2025,Kolkata,2
BF2025010129,R149,05-02-2025,337,237,20-02-2025,Kolkata,2
BF2025010129,R50,06-02-2025,132,77,28-02-2025,Kolkata,2
BF2025010130,R44,01-02-2025,504,387,11-02-2025,Delhi,1
BF2025010130,R159,03-02-2025,357,252,17-02-2025,Delhi,2
BF2025010130,R13,03-02-2025,189,121,26-02-2025,Delhi,1
BF2025010130,R127,07-02-2025,330,230,01-03-2025,Delhi,1
BF2025010130,R6,10-02-2025,209,148,20-02-2025,Delhi,2
BF2025010130,R192,07-02-2025,888,515,26-02-2025,Delhi,2
BF2025010141,R111,21-01-2025,29,23,03-02-2025,Mumbai,2
BF2025010141,R75,22-01-2025,109,59,07-02-2025,Mumbai,2
BF2025010141,R69,24-01-2025,22,11,09-02-2025,Mumbai,1
BF2025010141,R13,23-01-2025,99,57,09-02-2025,Mumbai,1
BF2025010141,R114,28-01-2025,149,96,17-02-2025,Mumbai,1
BF2025020149,R126,10-03-2025,19,15,26-03-2025,Pune,1
BF2025020149,R136,12-03-2025,18,10,28-03-2025,Pune,2
BF2025020149,R17,12-03-2025,15,10,06-04-2025,Pune,1
BF2025020149,R65,16-03-2025,7,5,09-04-2025,Pune,1
BF2025020149,R102,19-03-2025,19,14,06-04-2025,Pune,2
BF2025020149,R4,15-03-2025,15,11,05-04-2025,Pune,1
BF2025020149,R49,17-03-2025,4,2,29-03-2025,Pune,2
BF2025020149,R5,18-03-2025,5,4,10-04-2025,Pune,2
BF2025020150,R140,28-02-2025,242,121,20-03-2025,Chennai,2
BF2025020150,R89,01-03-2025,109,60,22-03-2025,Chennai,1
BF2025020150,R177,04-03-2025,186,114,29-03-2025,Chennai,2
BF2025020150,R192,06-03-2025,98,73,22-03-2025,Chennai,2
BF2025020150,R68,07-03-2025,174,88,30-03-2025,Chennai,1
BF2025020151,R45,16-02-2025,31,22,07-03-2025,Kolkata,1
BF2025020151,R153,17-02-2025,248,198,08-03-2025,Kolkata,1
BF2025020151,R127,20-02-2025,92,60,06-03-2025,Kolkata,1
BF2025020151,R121,20-02-2025,47,27,11-03-2025,Kolkata,2
BF2025020151,R17,25-02-2025,228,116,09-03-2025,Kolkata,2
BF2025020151,R84,26-02-2025,3,2,10-03-2025,Kolkata,1
BF2025020151,R200,22-02-2025,214,127,07-03-2025,Kolkata,1
BF2025020153,R35,07-03-2025,444,261,31-03-2025,Hyderabad,2
BF2025020153,R64,07-03-2025,17,12,30-03-2025,Hyderabad,1
BF2025020153,R30,09-03-2025,51,31,23-03-2025,Hyderabad,2
BF2025020153,R105,09-03-2025,909,544,24-03-2025,Hyderabad,1
BF2025020153,R52,15-03-2025,1283,982,01-04-2025,Hyderabad,2
BF2025020153,R108,12-03-2025,522,423,05-04-2025,Hyderabad,2
BF2025020153,R128,12-03-2025,232,188,02-04-2025,Hyderabad,1
BF2025020153,R1,21-03-2025,682,502,02-04-2025,Hyderabad,2
BF2025020163,R69,17-02-2025,185,104,03-03-2025,Hyderabad,2
BF2025020163,R168,18-02-2025,37,22,05-03-2025,Hyderabad,1
BF2025020163,R58,21-02-2025,299,186,08-03-2025,Hyderabad,2
BF2025020163,R143,23-02-2025,150,94,10-03-2025,Hyderabad,2
BF2025020163,R126,25-02-2025,793,642,19-03-2025,Hyderabad,2
BF2025020163,R191,21-02-2025,787,595,10-03-2025,Hyderabad,1
BF2025020163,R128,01-03-2025,717,381,20-03-2025,Hyderabad,2
BF2025020169,R23,07-03-2025,846,467,25-03-2025,Pune,1
BF2025020169,R99,10-03-2025,329,222,27-03-2025,Pune,2
BF2025020169,R25,12-03-2025,477,339,25-03-2025,Pune,2
BF2025020169,R43,11-03-2025,335,207,25-03-2025,Pune,2
BF2025020169,R15,16-03-2025,116,88,07-04-2025,Pune,2
BF2025020180,R65,26-02-2025,150,117,09-03-2025,Chennai,1
BF2025020180,R181,27-02-2025,18,12,24-03-2025,Chennai,1
BF2025020180,R186,02-03-2025,134,74,19-03-2025,Chennai,1
BF2025020180,R84,02-03-2025,121,79,16-03-2025,Chennai,2
BF2025020180,R140,07-03-2025,109,89,26-03-2025,Chennai,2
BF2025020184,R69,21-02-2025,192,120,07-03-2025,Kolkata,2
BF2025020184,R180,22-02-2025,205,141,17-03-2025,Kolkata,1
BF2025020184,R79,25-02-2025,149,122,19-03-2025,Kolkata,2
BF2025020184,R47,26-02-2025,100,54,17-03-2025,Kolkata,1
BF2025020184,R105,25-02-2025,176,99,14-03-2025,Kolkata,2
BF2025020184,R15,03-03-2025,161,115,13-03-2025,Kolkata,2
BF2025020184,R46,05-03-2025,34,24,26-03-2025,Kolkata,2
BF2025020193,R87,18-02-2025,20,12,14-03-2025,Mumbai,2
BF2025020193,R180,19-02-2025,70,47,13-03-2025,Mumbai,2
BF2025020193,R38,21-02-2025,127,75,11-03-2025,Mumbai,1
BF2025020193,R113,23-02-2025,177,92,05-03-2025,Mumbai,1
BF2025020193,R14,26-02-2025,122,76,22-03-2025,Mumbai,2
BF2025020193,R99,22-02-2025,84,48,08-03-2025,Mumbai,1
BF2025020193,R145,01-03-2025,51,28,17-03-2025,Mumbai,1
BF2025020200,R181,07-03-2025,11,5,31-03-2025,Ahmedabad,1
BF2025020200,R85,09-03-2025,47,37,24-03-2025,Ahmedabad,2
BF2025020200,R93,10-03-2025,13,9,27-03-2025,Ahmedabad,2
BF2025020200,R83,11-03-2025,51,39,28-03-2025,Ahmedabad,2
BF2025020200,R16,16-03-2025,34,18,08-04-2025,Ahmedabad,2
BF2025020200,R158,13-03-2025,56,46,25-03-2025,Ahmedabad,2
BF2025020200,R84,14-03-2025,52,41,06-04-2025,Ahmedabad,2
BF2025020200,R48,22-03-2025,40,27,14-04-2025,Ahmedabad,2
BF2025020200,R186,15-03-2025,17,11,29-03-2025,Ahmedabad,1
BF2025020206,R87,27-02-2025,841,576,23-03-2025,Kolkata,1
BF2025020206,R151,02-03-2025,453,256,21-03-2025,Kolkata,2
BF2025020206,R123,02-03-2025,808,543,15-03-2025,Kolkata,2
BF2025020206,R43,03-03-2025,273,140,15-03-2025,Kolkata,2
BF2025020206,R10,07-03-2025,192,106,27-03-2025,Kolkata,1
BF2025020207,R80,12-03-2025,5,3,05-04-2025,Chennai,2
BF2025020207,R44,13-03-2025,95,57,02-04-2025,Chennai,1
BF2025020207,R171,15-03-2025,189,138,01-04-2025,Chennai,1
BF2025020207,R88,18-03-2025,117,79,31-03-2025,Chennai,2
BF2025020207,R165,19-03-2025,68,36,13-04-2025,Chennai,1
BF2025020207,R43,16-03-2025,66,39,30-03-2025,Chennai,1
BF2025020207,R200,23-03-2025,104,69,16-04-2025,Chennai,1
BF2025020207,R48,19-03-2025,270,224,07-04-2025,Chennai,2
BF2025020210,R137,06-03-2025,33,17,24-03-2025,Mumbai,2
BF2025020210,R19,08-03-2025,154,80,27-03-2025,Mumbai,2
BF2025020210,R187,07-03-2025,136,92,18-03-2025,Mumbai,1
BF2025020210,R28,11-03-2025,78,53,26-03-2025,Mumbai,1
BF2025020210,R81,14-03-2025,70,57,26-03-2025,Mumbai,2
BF2025020210,R126,15-03-2025,96,57,03-04-2025,Mumbai,1
BF2025020210,R58,17-03-2025,188,104,08-04-2025,Mumbai,1
BF2025020210,R52,13-03-2025,25,15,24-03-2025,Mumbai,2
BF2025020214,R197,26-02-2025,7,4,10-03-2025,Chennai,1
BF2025020214,R93,28-02-2025,244,134,13-03-2025,Chennai,2
BF2025020214,R123,02-03-2025,81,50,19-03-2025,Chennai,1
BF2025020214,R26,04-03-2025,74,54,15-03-2025,Chennai,1
BF2025020214,R94,02-03-2025,366,184,21-03-2025,Chennai,1
BF2025020214,R153,04-03-2025,357,303,29-03-2025,Chennai,2
BF2025020214,R37,04-03-2025,167,110,20-03-2025,Chennai,1
BF2025020218,R32,03-03-2025,301,179,20-03-2025,Chennai,2
BF2025020218,R64,04-03-2025,587,375,17-03-2025,Chennai,1
BF2025020218,R91,04-03-2025,516,340,28-03-2025,Chennai,1
BF2025020218,R129,08-03-2025,509,285,27-03-2025,Chennai,1
BF2025020218,R40,06-03-2025,341,265,23-03-2025,Chennai,1
BF2025020220,R175,02-03-2025,74,58,17-03-2025,Delhi,1
BF2025020220,R169,04-03-2025,418,340,14-03-2025,Delhi,1
BF2025020220,R53,05-03-2025,537,337,27-03-2025,Delhi,2
BF2025020220,R125,09-03-2025,864,605,31-03-2025,Delhi,2
BF2025020220,R119,06-03-2025,371,246,29-03-2025,Delhi,1
BF2025020222,R9,16-02-2025,236,173,09-03-2025,Ahmedabad,2
BF2025020222,R162,16-02-2025,479,259,13-03-2025,Ahmedabad,1
BF2025020222,R80,20-02-2025,466,266,14-03-2025,Ahmedabad,2
BF2025020222,R5,21-02-2025,928,524,11-03-2025,Ahmedabad,1
BF2025020222,R92,24-02-2025,767,451,11-03-2025,Ahmedabad,2
BF2025020223,R31,10-02-2025,122,85,28-02-2025,Delhi,1
BF2025020223,R197,11-02-2025,8,4,21-02-2025,Delhi,1
BF2025020223,R154,13-02-2025,107,75,03-03-2025,Delhi,2
BF2025020223,R19,13-02-2025,75,44,03-03-2025,Delhi,1
BF2025020223,R59,18-02-2025,170,126,08-03-2025,Delhi,1
BF2025020223,R178,16-02-2025,17,10,11-03-2025,Delhi,2
BF2025020223,R46,16-02-2025,37,25,12-03-2025,Delhi,1
BF2025020223,R69,18-02-2025,58,37,07-03-2025,Delhi,2
BF2025020223,R18,18-02-2025,137,113,13-03-2025,Delhi,1
BF2025020223,R95,19-02-2025,139,73,16-03-2025,Delhi,1
BF2025020231,R161,12-03-2025,94,79,06-04-2025,Hyderabad,1
BF2025020231,R111,14-03-2025,306,210,29-03-2025,Hyderabad,2
BF2025020231,R131,14-03-2025,321,248,01-04-2025,Hyderabad,1
BF2025020231,R176,16-03-2025,328,273,03-04-2025,Hyderabad,2
BF2025020231,R90,16-03-2025,398,258,09-04-2025,Hyderabad,1
BF2025020231,R199,17-03-2025,230,177,05-04-2025,Hyderabad,1
BF2025020231,R126,18-03-2025,58,45,12-04-2025,Hyderabad,1
BF2025020237,R79,20-02-2025,142,114,13-03-2025,Pune,1
BF2025020237,R98,23-02-2025,51,33,15-03-2025,Pune,2
BF2025020237,R196,25-02-2025,64,49,10-03-2025,Pune,2
BF2025020237,R125,26-02-2025,70,50,15-03-2025,Pune,1
BF2025020237,R121,25-02-2025,122,75,12-03-2025,Pune,2
BF2025020237,R108,03-03-2025,24,15,23-03-2025,Pune,2
BF2025020237,R165,05-03-2025,12,7,20-03-2025,Pune,2
BF2025020237,R158,28-02-2025,13,8,13-03-2025,Pune,2
BF2025020237,R178,28-02-2025,23,16,14-03-2025,Pune,1
BF2025020237,R150,01-03-2025,26,15,24-03-2025,Pune,1
BF2025020242,R183,16-02-2025,381,319,07-03-2025,Kolkata,2
BF2025020242,R6,18-02-2025,441,265,09-03-2025,Kolkata,2
BF2025020242,R12,20-02-2025,1164,774,16-03-2025,Kolkata,2
BF2025020242,R181,19-02-2025,1784,1108,12-03-2025,Kolkata,2
BF2025020242,R168,19-02-2025,163,134,03-03-2025,Kolkata,1
BF2025020243,R145,23-02-2025,516,375,07-03-2025,Chennai,1
BF2025020243,R167,24-02-2025,62,51,19-03-2025,Chennai,1
BF2025020243,R134,27-02-2025,247,198,09-03-2025,Chennai,1
BF2025020243,R186,27-02-2025,42,24,20-03-2025,Chennai,2
BF2025020243,R27,04-03-2025,332,234,16-03-2025,Chennai,2
BF2025020243,R152,28-02-2025,934,703,24-03-2025,Chennai,1
BF2025020243,R28,02-03-2025,692,386,21-03-2025,Chennai,2
BF2025020243,R85,09-03-2025,862,539,28-03-2025,Chennai,1
BF2025020243,R6,04-03-2025,475,289,19-03-2025,Chennai,2
BF2025020252,R36,19-02-2025,112,71,12-03-2025,Mumbai,1
BF2025020252,R180,21-02-2025,86,45,14-03-2025,Mumbai,2
BF2025020252,R86,21-02-2025,114,67,15-03-2025,Mumbai,1
BF2025020252,R135,26-02-2025,35,21,13-03-2025,Mumbai,2
BF2025020252,R129,28-02-2025,44,32,10-03-2025,Mumbai,2
BF2025020252,R179,25-02-2025,64,41,18-03-2025,Mumbai,2
BF2025020252,R4,26-02-2025,21,11,23-03-2025,Mumbai,2
BF2025020254,R99,24-02-2025,32,22,13-03-2025,Hyderabad,1
BF2025020254,R27,26-02-2025,137,80,14-03-2025,Hyderabad,2
BF2025020254,R40,28-02-2025,85,68,20-03-2025,Hyderabad,1
BF2025020254,R155,27-02-2025,216,161,13-03-2025,Hyderabad,1
BF2025020254,R129,04-03-2025,117,76,15-03-2025,Hyderabad,1
BF2025020254,R193,06-03-2025,60,39,18-03-2025,Hyderabad,1
BF2025020254,R126,08-03-2025,36,22,24-03-2025,Hyderabad,1
BF2025020254,R120,04-03-2025,198,147,25-03-2025,Hyderabad,2
BF2025020254,R170,05-03-2025,230,195,30-03-2025,Hyderabad,2
BF2025020254,R1,06-03-2025,134,109,19-03-2025,Hyderabad,2
BF2025020255,R169,02-03-2025,179,105,21-03-2025,Chennai,1
BF2025020255,R91,05-03-2025,640,326,20-03-2025,Chennai,2
BF2025020255,R191,06-03-2025,418,245,30-03-2025,Chennai,1
BF2025020255,R90,08-03-2025,603,474,29-03-2025,Chennai,1
BF2025020255,R158,06-03-2025,177,116,22-03-2025,Chennai,1
BF2025020255,R43,07-03-2025,102,73,23-03-2025,Chennai,1
BF2025020255,R172,15-03-2025,336,206,29-03-2025,Chennai,2
BF2025020255,R123,17-03-2025,170,102,04-04-2025,Chennai,2
BF2025020255,R195,10-03-2025,278,224,20-03-2025,Chennai,1
BF2025020261,R125,06-03-2025,102,76,22-03-2025,Kolkata,2
BF2025020261,R179,06-03-2025,77,55,17-03-2025,Kolkata,1
BF2025020261,R156,09-03-2025,3,2,03-04-2025,Kolkata,1
BF2025020261,R87,12-03-2025,26,13,27-03-2025,Kolkata,2
BF2025020261,R52,10-03-2025,105,59,22-03-2025,Kolkata,2
BF2025020261,R176,16-03-2025,130,75,09-04-2025,Kolkata,2
BF2025020261,R183,11-03-2025,152,89,22-03-2025,Kolkata,1
BF2025020261,R26,20-03-2025,78,49,04-04-2025,Kolkata,2
BF2025020261,R114,14-03-2025,49,39,05-04-2025,Kolkata,2
BF2025020261,R132,14-03-2025,117,93,31-03-2025,Kolkata,1
BF2025020262,R64,09-02-2025,382,212,05-03-2025,Pune,1
BF2025020262,R181,10-02-2025,409,307,27-02-2025,Pune,1
BF2025020262,R35,11-02-2025,39,19,25-02-2025,Pune,1
BF2025020262,R155,15-02-2025,348,252,04-03-2025,Pune,1
BF2025020262,R62,14-02-2025,399,232,08-03-2025,Pune,2
BF2025020262,R195,19-02-2025,394,247,16-03-2025,Pune,1
BF2025020262,R191,22-02-2025,45,32,17-03-2025,Pune,2
BF2025020266,R157,03-03-2025,518,433,25-03-2025,Kolkata,2
BF2025020266,R58,04-03-2025,26,20,22-03-2025,Kolkata,1
BF2025020266,R136,07-03-2025,89,49,22-03-2025,Kolkata,2
BF2025020266,R38,08-03-2025,635,366,01-04-2025,Kolkata,1
BF2025020266,R148,06-03-2025,573,442,20-03-2025,Kolkata,1
BF2025020268,R130,28-02-2025,98,80,23-03-2025,Delhi,1
BF2025020268,R78,03-03-2025,357,271,15-03-2025,Delhi,2
BF2025020268,R154,03-03-2025,182,92,24-03-2025,Delhi,2
BF2025020268,R90,04-03-2025,624,351,29-03-2025,Delhi,2
BF2025020268,R89,05-03-2025,542,334,16-03-2025,Delhi,2
BF2025020268,R157,10-03-2025,224,123,04-04-2025,Delhi,1
BF2025020268,R1,06-03-2025,622,431,31-03-2025,Delhi,1
BF2025020268,R118,07-03-2025,256,151,22-03-2025,Delhi,1
BF2025020268,R7,09-03-2025,134,99,25-03-2025,Delhi,2
BF2025030286,R192,22-03-2025,36,18,04-04-2025,Ahmedabad,1
BF2025030286,R157,24-03-2025,434,308,18-04-2025,Ahmedabad,2
BF2025030286,R187,27-03-2025,696,562,21-04-2025,Ahmedabad,2
BF2025030286,R178,25-03-2025,189,149,18-04-2025,Ahmedabad,1
BF2025030286,R198,27-03-2025,469,327,19-04-2025,Ahmedabad,2
BF2025030286,R126,27-03-2025,550,376,15-04-2025,Ahmedabad,1
BF2025030286,R145,29-03-2025,285,230,16-04-2025,Ahmedabad,2
BF2025030286,R170,06-04-2025,704,517,20-04-2025,Ahmedabad,2
BF2025030286,R144,07-04-2025,323,266,02-05-2025,Ahmedabad,1
BF2025030297,R193,03-04-2025,398,289,19-04-2025,Ahmedabad,2
BF2025030297,R150,05-04-2025,265,149,16-04-2025,Ahmedabad,2
BF2025030297,R184,07-04-2025,204,105,30-04-2025,Ahmedabad,2
BF2025030297,R60,09-04-2025,217,128,02-05-2025,Ahmedabad,2
BF2025030297,R130,11-04-2025,12,10,02-05-2025,Ahmedabad,2
BF2025030297,R61,07-04-2025,7,4,24-04-2025,Ahmedabad,1
BF2025030297,R176,15-04-2025,371,193,06-05-2025,Ahmedabad,2
BF2025030297,R96,09-04-2025,358,221,27-04-2025,Ahmedabad,1
BF2025030305,R83,05-04-2025,509,349,29-04-2025,Hyderabad,1
BF2025030305,R68,08-04-2025,494,375,19-04-2025,Hyderabad,2
BF2025030305,R90,07-04-2025,357,268,22-04-2025,Hyderabad,1
BF2025030305,R81,09-04-2025,147,79,28-04-2025,Hyderabad,2
BF2025030305,R37,10-04-2025,348,275,28-04-2025,Hyderabad,2
BF2025030306,R60,31-03-2025,77,40,23-04-2025,Mumbai,2
BF2025030306,R119,02-04-2025,208,127,24-04-2025,Mumbai,2
BF2025030306,R68,02-04-2025,52,28,15-04-2025,Mumbai,2
BF2025030306,R114,03-04-2025,234,164,15-04-2025,Mumbai,2
BF2025030306,R157,04-04-2025,53,43,21-04-2025,Mumbai,2
BF2025030307,R40,08-04-2025,1078,703,22-04-2025,Ahmedabad,1
BF2025030307,R190,11-04-2025,437,331,28-04-2025,Ahmedabad,2
BF2025030307,R44,13-04-2025,1412,825,08-05-2025,Ahmedabad,2
BF2025030307,R19,14-04-2025,174,111,28-04-2025,Ahmedabad,1
BF2025030307,R43,13-04-2025,451,268,06-05-2025,Ahmedabad,2
BF2025030307,R97,19-04-2025,710,478,12-05-2025,Ahmedabad,2
BF2025030307,R192,21-04-2025,1131,665,06-05-2025,Ahmedabad,2
BF2025030307,R12,23-04-2025,197,152,03-05-2025,Ahmedabad,2
BF2025030314,R173,09-04-2025,1062,859,30-04-2025,Pune,2
BF2025030314,R126,11-04-2025,627,376,23-04-2025,Pune,2
BF2025030314,R55,12-04-2025,1184,758,24-04-2025,Pune,1
BF2025030314,R139,12-04-2025,10,6,26-04-2025,Pune,2
BF2025030314,R48,17-04-2025,635,481,11-05-2025,Pune,2
BF2025030316,R137,28-03-2025,512,434,20-04-2025,Bangalore,1
BF2025030316,R135,30-03-2025,157,94,11-04-2025,Bangalore,1
BF2025030316,R188,01-04-2025,486,321,15-04-2025,Bangalore,1
BF2025030316,R168,31-03-2025,431,333,22-04-2025,Bangalore,1
BF2025030316,R39,02-04-2025,219,166,17-04-2025,Bangalore,2
BF2025030316,R19,07-04-2025,47,28,22-04-2025,Bangalore,1
BF2025030316,R184,10-04-2025,581,364,23-04-2025,Bangalore,2
BF2025030316,R109,04-04-2025,693,555,27-04-2025,Bangalore,1
BF2025030329,R121,19-04-2025,254,167,09-05-2025,Ahmedabad,2
BF2025030329,R91,20-04-2025,197,126,07-05-2025,Ahmedabad,1
BF2025030329,R79,21-04-2025,276,159,03-05-2025,Ahmedabad,2
BF2025030329,R58,25-04-2025,37,28,07-05-2025,Ahmedabad,2
BF2025030329,R39,22-04-2025,54,45,17-05-2025,Ahmedabad,1
BF2025030329,R193,24-04-2025,175,104,13-05-2025,Ahmedabad,2
BF2025030329,R124,24-04-2025,60,43,15-05-2025,Ahmedabad,1
BF2025030329,R64,26-04-2025,35,21,21-05-2025,Ahmedabad,2
BF2025030329,R118,27-04-2025,38,25,19-05-2025,Ahmedabad,2
BF2025030329,R142,27-04-2025,297,207,18-05-2025,Ahmedabad,1
BF2025030333,R58,20-03-2025,62,37,30-03-2025,Pune,1
BF2025030333,R94,21-03-2025,85,71,14-04-2025,Pune,1
BF2025030333,R32,22-03-2025,1,0,10-04-2025,Pune,1
BF2025030333,R129,26-03-2025,57,43,10-04-2025,Pune,1
BF2025030333,R65,25-03-2025,100,84,05-04-2025,Pune,2
BF2025030333,R55,30-03-2025,19,12,14-04-2025,Pune,1
BF2025030333,R147,02-04-2025,6,3,27-04-2025,Pune,2
BF2025030333,R31,27-03-2025,69,35,14-04-2025,Pune,1
BF2025030333,R103,06-04-2025,16,11,22-04-2025,Pune,2
BF2025030333,R54,08-04-2025,15,9,20-04-2025,Pune,2
BF2025030335,R97,29-03-2025,1014,650,18-04-2025,Bangalore,2
BF2025030335,R116,30-03-2025,917,623,19-04-2025,Bangalore,1
BF2025030335,R37,01-04-2025,9,7,25-04-2025,Bangalore,1
BF2025030335,R139,31-03-2025,658,479,23-04-2025,Bangalore,1
BF2025030335,R179,05-04-2025,602,393,29-04-2025,Bangalore,1
BF2025030335,R146,03-04-2025,786,664,15-04-2025,Bangalore,2
BF2025030335,R106,04-04-2025,244,135,18-04-2025,Bangalore,2
BF2025030340,R45,20-03-2025,134,111,01-04-2025,Kolkata,1
BF2025030340,R155,21-03-2025,423,250,15-04-2025,Kolkata,1
BF2025030340,R34,22-03-2025,484,375,01-04-2025,Kolkata,1
BF2025030340,R28,23-03-2025,645,449,10-04-2025,Kolkata,1
BF2025030340,R187,28-03-2025,544,388,17-04-2025,Kolkata,1
BF2025030340,R145,31-03-2025,254,146,12-04-2025,Kolkata,2
BF2025030346,R176,09-04-2025,221,180,30-04-2025,Chennai,1
BF2025030346,R111,10-04-2025,37,25,29-04-2025,Chennai,1
BF2025030346,R137,14-04-2025,97,50,29-04-2025,Chennai,2
BF2025030346,R12,12-04-2025,101,75,27-04-2025,Chennai,1
BF2025030346,R155,17-04-2025,73,47,04-05-2025,Chennai,1
BF2025030346,R112,14-04-2025,98,81,03-05-2025,Chennai,1
BF2025030346,R175,15-04-2025,134,80,09-05-2025,Chennai,1
BF2025030346,R174,16-04-2025,211,123,01-05-2025,Chennai,1
BF2025030359,R135,23-03-2025,49,30,03-04-2025,Pune,1
BF2025030359,R81,26-03-2025,17,11,16-04-2025,Pune,2
BF2025030359,R112,28-03-2025,101,68,11-04-2025,Pune,2
BF2025030359,R11,30-03-2025,62,43,09-04-2025,Pune,2
BF2025030359,R29,28-03-2025,39,20,18-04-2025,Pune,2
BF2025030359,R82,28-03-2025,1,0,11-04-2025,Pune,1
BF2025030359,R140,04-04-2025,21,17,21-04-2025,Pune,1
BF2025030359,R110,07-04-2025,106,59,19-04-2025,Pune,2
BF2025030359,R153,08-04-2025,52,30,20-04-2025,Pune,1
BF2025030359,R117,02-04-2025,68,44,12-04-2025,Pune,2
BF2025030369,R62,01-04-2025,226,123,17-04-2025,Kolkata,2
BF2025030369,R72,02-04-2025,411,322,15-04-2025,Kolkata,2
BF2025030369,R118,03-04-2025,139,96,14-04-2025,Kolkata,2
BF2025030369,R95,06-04-2025,602,471,16-04-2025,Kolkata,1
BF2025030369,R2,08-04-2025,937,710,18-04-2025,Kolkata,1
BF2025030369,R133,06-04-2025,956,750,23-04-2025,Kolkata,2
BF2025030369,R138,07-04-2025,264,195,24-04-2025,Kolkata,2
BF2025030376,R84,25-03-2025,454,355,13-04-2025,Mumbai,1
BF2025030376,R29,28-03-2025,406,293,10-04-2025,Mumbai,2
BF2025030376,R64,30-03-2025,264,194,15-04-2025,Mumbai,2
BF2025030376,R118,29-03-2025,0,0,15-04-2025,Mumbai,2
BF2025030376,R152,02-04-2025,233,198,12-04-2025,Mumbai,1
BF2025030376,R91,30-03-2025,325,177,09-04-2025,Mumbai,1
BF2025030376,R136,07-04-2025,442,361,20-04-2025,Mumbai,2
