Batch_ID,FM_Product_Name,FM_Product_Category,FM_Manufacturing_Date,FM_Factory_Location,FM_Manufacturing_Quantity,FM_Unit
BF2025060751,Mirinda,Beverage,27-06-2025,Mumbai,17665,packages
BF2025060752,Sprite,Beverage,26-06-2025,Mumbai,9758,packages
BF2025060753,Thums Up,Beverage,02-06-2025,Mumbai,16700,packages
BF2025060754,Mirinda,Beverage,03-06-2025,Mumbai,12247,packages
BF2025060755,Thums Up,Beverage,21-06-2025,Mumbai,17244,packages
BF2025060756,Fanta,Beverage,16-06-2025,Mumbai,8310,packages
BF2025060757,Thums Up,Beverage,27-06-2025,Mumbai,14208,packages
BF2025060758,Dove,Shampoo,05-06-2025,Mumbai,15087,packages
BF2025060759,Pantene,Shampoo,24-06-2025,Mumbai,8972,packages
BF2025060760,Pantene,Shampoo,02-06-2025,Mumbai,15452,packages
BF2025060761,Clinic Plus,Shampoo,08-06-2025,Mumbai,6641,packages
BF2025060762,Sunsilk,Shampoo,14-06-2025,Mumbai,16753,packages
BF2025060763,Dove,Shampoo,16-06-2025,Mumbai,16160,packages
BF2025060764,Perk,Chocolate,01-06-2025,Delhi,11666,packages
BF2025060765,Mars,Chocolate,21-06-2025,Delhi,12822,packages
BF2025060766,Munch,Chocolate,21-06-2025,Delhi,17384,packages
BF2025060767,Snickers,Chocolate,10-06-2025,Delhi,9676,packages
BF2025060768,Dairy Milk,Chocolate,21-06-2025,Delhi,19875,packages
BF2025060769,Pringles,Chips,21-06-2025,Delhi,13767,packages
BF2025060770,Lays,Chips,24-06-2025,Delhi,19962,packages
BF2025060771,Cheetos,Chips,06-06-2025,Delhi,19454,packages
BF2025060772,Bingo,Chips,27-06-2025,Delhi,5595,packages
BF2025060773,Promise,Toothpaste,26-06-2025,Delhi,8052,packages
BF2025060774,Dabur Red,Toothpaste,24-06-2025,Delhi,19364,packages
BF2025060775,Colgate,Toothpaste,02-06-2025,Delhi,9888,packages
BF2025060776,Pepsodent,Toothpaste,19-06-2025,Delhi,10489,packages
BF2025060777,Promise,Toothpaste,10-06-2025,Delhi,15507,packages
BF2025060778,Promise,Toothpaste,18-06-2025,Delhi,19569,packages
BF2025060779,Promise,Toothpaste,05-06-2025,Delhi,9470,packages
BF2025060780,Dettol,Soap,26-06-2025,Chennai,10417,packages
BF2025060781,Godrej,Soap,06-06-2025,Chennai,15621,packages
BF2025060782,Lifebuoy,Soap,09-06-2025,Chennai,5230,packages
BF2025060783,Hamam,Soap,24-06-2025,Chennai,17955,packages
BF2025060784,Pears,Soap,10-06-2025,Chennai,7875,packages
BF2025060785,Crack Jack,Biscuit,28-06-2025,Chennai,18549,packages
BF2025060786,Bourbon,Biscuit,14-06-2025,Chennai,6421,packages
BF2025060787,Monaco,Biscuit,13-06-2025,Chennai,8027,packages
BF2025060788,Krackjack,Biscuit,05-06-2025,Chennai,10301,packages
BF2025060789,Parle-G,Biscuit,08-06-2025,Chennai,9272,packages
BF2025060790,Good Day,Biscuit,13-06-2025,Chennai,12319,packages
BF2025060791,Marie Gold,Biscuit,25-06-2025,Chennai,10400,packages
BF2025060792,Parle-G,Biscuit,10-06-2025,Chennai,9285,packages
BF2025060793,Jasmine Rice,Rice,23-06-2025,Chennai,6017,packages
BF2025060794,Sona Masoori,Rice,22-06-2025,Chennai,12625,packages
BF2025060795,Brown Rice,Rice,10-06-2025,Chennai,11642,packages
BF2025060796,Ponni Rice,Rice,22-06-2025,Chennai,16309,packages
BF2025060797,Ponni Rice,Rice,04-06-2025,Chennai,11021,packages
BF2025060798,Jasmine Rice,Rice,20-06-2025,Chennai,8590,packages
BF2025060799,Head & Shoulders,Shampoo,16-06-2025,Bangalore,12454,packages
BF2025060800,Sunsilk,Shampoo,24-06-2025,Bangalore,11813,packages
BF2025060801,Garnier,Shampoo,23-06-2025,Bangalore,17408,packages
BF2025060802,Pantene,Shampoo,18-06-2025,Bangalore,17482,packages
BF2025060803,Dove,Shampoo,08-06-2025,Bangalore,13609,packages
BF2025060804,Meswak,Toothpaste,17-06-2025,Bangalore,6279,packages
BF2025060805,Pepsodent,Toothpaste,19-06-2025,Bangalore,6011,packages
BF2025060806,Sensodyne,Toothpaste,27-06-2025,Bangalore,14383,packages
BF2025060807,Close Up,Toothpaste,18-06-2025,Bangalore,7695,packages
BF2025060808,Promise,Toothpaste,11-06-2025,Bangalore,6904,packages
BF2025060809,Sensodyne,Toothpaste,22-06-2025,Bangalore,16745,packages
BF2025060810,Promise,Toothpaste,19-06-2025,Bangalore,6489,packages
BF2025060811,Sunflower Oil,Oil,15-06-2025,Bangalore,12429,packages
BF2025060812,Rice Bran Oil,Oil,05-06-2025,Bangalore,12484,packages
BF2025060813,Sunflower Oil,Oil,19-06-2025,Bangalore,14155,packages
BF2025060814,Groundnut Oil,Oil,15-06-2025,Bangalore,16850,packages
BF2025060815,Rice Bran Oil,Oil,01-06-2025,Bangalore,9169,packages
BF2025060816,Sunflower Oil,Oil,27-06-2025,Bangalore,17219,packages
BF2025060817,Olive Oil,Oil,07-06-2025,Bangalore,5742,packages
BF2025060818,Soybean Oil,Oil,14-06-2025,Bangalore,16475,packages
BF2025060819,Basmati,Rice,18-06-2025,Hyderabad,19650,packages
BF2025060820,Black Rice,Rice,03-06-2025,Hyderabad,5519,packages
BF2025060821,Red Rice,Rice,10-06-2025,Hyderabad,7948,packages
BF2025060822,Brown Rice,Rice,25-06-2025,Hyderabad,17547,packages
BF2025060823,Jowar Flour,Flour,12-06-2025,Hyderabad,12348,packages
BF2025060824,Jowar Flour,Flour,28-06-2025,Hyderabad,11154,packages
BF2025060825,Besan,Flour,03-06-2025,Hyderabad,15707,packages
BF2025060826,Bajra Flour,Flour,28-06-2025,Hyderabad,6943,packages
BF2025060827,Jowar Flour,Flour,06-06-2025,Hyderabad,13664,packages
BF2025060828,Maida,Flour,05-06-2025,Hyderabad,18677,packages
BF2025060829,Wheat Flour,Flour,01-06-2025,Hyderabad,9888,packages
BF2025060830,Crack Jack,Biscuit,22-06-2025,Hyderabad,13715,packages
BF2025060831,Good Day,Biscuit,13-06-2025,Hyderabad,9055,packages
BF2025060832,Bourbon,Biscuit,15-06-2025,Hyderabad,7541,packages
BF2025060833,Good Day,Biscuit,09-06-2025,Hyderabad,19339,packages
BF2025060834,Monaco,Biscuit,24-06-2025,Hyderabad,5527,packages
BF2025060835,Crack Jack,Biscuit,26-06-2025,Hyderabad,15074,packages
BF2025060836,Parle-G,Biscuit,25-06-2025,Hyderabad,8943,packages
BF2025060837,Pepsodent,Toothpaste,03-06-2025,Kolkata,14731,packages
BF2025060838,Promise,Toothpaste,02-06-2025,Kolkata,14794,packages
BF2025060839,Colgate,Toothpaste,22-06-2025,Kolkata,9009,packages
BF2025060840,Colgate,Toothpaste,24-06-2025,Kolkata,11590,packages
BF2025060841,Sensodyne,Toothpaste,15-06-2025,Kolkata,13843,packages
BF2025060842,Lux,Soap,25-06-2025,Kolkata,7295,packages
BF2025060843,Santoor,Soap,17-06-2025,Kolkata,8836,packages
BF2025060844,Hamam,Soap,27-06-2025,Kolkata,14461,packages
BF2025060845,Hamam,Soap,20-06-2025,Kolkata,8881,packages
BF2025060846,Lifebuoy,Soap,10-06-2025,Kolkata,15816,packages
BF2025060847,Rice Bran Oil,Oil,08-06-2025,Kolkata,9923,packages
BF2025060848,Sunflower Oil,Oil,09-06-2025,Kolkata,14121,packages
BF2025060849,Mustard Oil,Oil,19-06-2025,Kolkata,15256,packages
BF2025060850,Rice Bran Oil,Oil,22-06-2025,Kolkata,14107,packages
BF2025060851,Sunflower Oil,Oil,16-06-2025,Kolkata,10642,packages
BF2025060852,Rice Bran Oil,Oil,21-06-2025,Kolkata,17874,packages
BF2025060853,Soybean Oil,Oil,17-06-2025,Kolkata,16408,packages
BF2025060854,Rice Bran Oil,Oil,14-06-2025,Kolkata,7444,packages
BF2025070855,Hide & Seek,Biscuit,13-07-2025,Kolhapur,17360,packages
BF2025070856,Krackjack,Biscuit,18-07-2025,Kolhapur,8948,packages
BF2025070857,Good Day,Biscuit,28-07-2025,Kolhapur,9927,packages
BF2025070858,Hide & Seek,Biscuit,28-07-2025,Kolhapur,18201,packages
BF2025070859,Parle-G,Biscuit,15-07-2025,Kolhapur,14214,packages
BF2025070860,Crack Jack,Biscuit,14-07-2025,Kolhapur,14130,packages
BF2025070861,Twix,Chocolate,05-07-2025,Kolhapur,8978,packages
BF2025070862,Munch,Chocolate,09-07-2025,Kolhapur,10411,packages
BF2025070863,5 Star,Chocolate,21-07-2025,Kolhapur,12369,packages
BF2025070864,Snickers,Chocolate,28-07-2025,Kolhapur,6514,packages
BF2025070865,Munch,Chocolate,18-07-2025,Kolhapur,5844,packages
BF2025070866,Twix,Chocolate,09-07-2025,Kolhapur,16037,packages
BF2025070867,Dairy Milk,Chocolate,20-07-2025,Kolhapur,19313,packages
BF2025070868,Munch,Chocolate,03-07-2025,Kolhapur,18183,packages
BF2025070869,Maida,Flour,24-07-2025,Kolhapur,12854,packages
BF2025070870,Bajra Flour,Flour,07-07-2025,Kolhapur,9967,packages
BF2025070871,Maida,Flour,01-07-2025,Kolhapur,8113,packages
BF2025070872,Rice Flour,Flour,24-07-2025,Kolhapur,17236,packages
BF2025070873,Multigrain Flour,Flour,25-07-2025,Kolhapur,19982,packages
BF2025070874,Maida,Flour,08-07-2025,Kolhapur,11498,packages
BF2025070875,Bajra Flour,Flour,08-07-2025,Kolhapur,17706,packages
BF2025070876,Jowar Flour,Flour,10-07-2025,Kolhapur,12639,packages
BF2025070877,Haldirams,Chips,21-07-2025,Pune,10053,packages
BF2025070878,Haldirams,Chips,09-07-2025,Pune,13401,packages
BF2025070879,Uncle Chips,Chips,16-07-2025,Pune,6615,packages
BF2025070880,Uncle Chips,Chips,26-07-2025,Pune,17478,packages
BF2025070881,Haldirams,Chips,27-07-2025,Pune,19980,packages
BF2025070882,Haldirams,Chips,07-07-2025,Pune,10126,packages
BF2025070883,Lays,Chips,14-07-2025,Pune,14216,packages
BF2025070884,Pringles,Chips,28-07-2025,Pune,17144,packages
BF2025070885,Thums Up,Beverage,01-07-2025,Pune,14065,packages
BF2025070886,Mountain Dew,Beverage,19-07-2025,Pune,9836,packages
BF2025070887,Fanta,Beverage,05-07-2025,Pune,10404,packages
BF2025070888,Mountain Dew,Beverage,08-07-2025,Pune,14335,packages
BF2025070889,Fanta,Beverage,27-07-2025,Pune,13180,packages
BF2025070890,Soybean Oil,Oil,21-07-2025,Pune,9216,packages
BF2025070891,Palm Oil,Oil,25-07-2025,Pune,16854,packages
BF2025070892,Palm Oil,Oil,21-07-2025,Pune,12550,packages
BF2025070893,Soybean Oil,Oil,06-07-2025,Pune,7773,packages
BF2025070894,Palm Oil,Oil,05-07-2025,Pune,8015,packages
BF2025070895,Sunflower Oil,Oil,18-07-2025,Pune,13584,packages
BF2025070896,Olive Oil,Oil,02-07-2025,Pune,18402,packages
BF2025070897,Sunflower Oil,Oil,22-07-2025,Pune,17522,packages
BF2025070898,Lifebuoy,Soap,14-07-2025,Mumbai,18804,packages
BF2025070899,Pears,Soap,21-07-2025,Mumbai,6113,packages
BF2025070900,Lifebuoy,Soap,23-07-2025,Mumbai,5149,packages
BF2025070901,Godrej,Soap,07-07-2025,Mumbai,11114,packages
BF2025070902,Limca,Beverage,20-07-2025,Mumbai,15801,packages
BF2025070903,Coca Cola,Beverage,16-07-2025,Mumbai,5108,packages
BF2025070904,Mountain Dew,Beverage,18-07-2025,Mumbai,5194,packages
BF2025070905,Thums Up,Beverage,01-07-2025,Mumbai,13777,packages
BF2025070906,Tresemme,Shampoo,01-07-2025,Mumbai,18208,packages
BF2025070907,Dove,Shampoo,06-07-2025,Mumbai,6578,packages
BF2025070908,Head & Shoulders,Shampoo,17-07-2025,Mumbai,8948,packages
BF2025070909,Loreal,Shampoo,07-07-2025,Mumbai,18356,packages
BF2025070910,Loreal,Shampoo,12-07-2025,Mumbai,18024,packages
BF2025070911,Dove,Shampoo,13-07-2025,Mumbai,11112,packages
BF2025070912,Munch,Chocolate,15-07-2025,Delhi,16423,packages
BF2025070913,Kit Kat,Chocolate,08-07-2025,Delhi,16207,packages
BF2025070914,5 Star,Chocolate,27-07-2025,Delhi,15710,packages
BF2025070915,Dairy Milk,Chocolate,28-07-2025,Delhi,6531,packages
BF2025070916,Twix,Chocolate,13-07-2025,Delhi,11179,packages
BF2025070917,Mars,Chocolate,18-07-2025,Delhi,5919,packages
BF2025070918,Dairy Milk,Chocolate,21-07-2025,Delhi,16515,packages
BF2025070919,Uncle Chips,Chips,03-07-2025,Delhi,18849,packages
BF2025070920,Haldirams,Chips,14-07-2025,Delhi,14270,packages
BF2025070921,Kurkure,Chips,28-07-2025,Delhi,19660,packages
BF2025070922,Lays,Chips,17-07-2025,Delhi,8764,packages
BF2025070923,Uncle Chips,Chips,07-07-2025,Delhi,9441,packages
BF2025070924,Dabur Red,Toothpaste,03-07-2025,Delhi,19734,packages
BF2025070925,Colgate,Toothpaste,18-07-2025,Delhi,7938,packages
BF2025070926,Meswak,Toothpaste,28-07-2025,Delhi,5256,packages
BF2025070927,Close Up,Toothpaste,07-07-2025,Delhi,17324,packages
BF2025070928,Santoor,Soap,03-07-2025,Chennai,7661,packages
BF2025070929,Pears,Soap,19-07-2025,Chennai,14284,packages
BF2025070930,Medimix,Soap,27-07-2025,Chennai,16092,packages
BF2025070931,Hamam,Soap,18-07-2025,Chennai,11288,packages
BF2025070932,Lifebuoy,Soap,25-07-2025,Chennai,17951,packages
BF2025070933,Dettol,Soap,23-07-2025,Chennai,13204,packages
BF2025070934,Hamam,Soap,24-07-2025,Chennai,5879,packages
BF2025070935,Good Day,Biscuit,14-07-2025,Chennai,18740,packages
BF2025070936,Bourbon,Biscuit,03-07-2025,Chennai,14915,packages
BF2025070937,Crack Jack,Biscuit,25-07-2025,Chennai,17673,packages
BF2025070938,Parle-G,Biscuit,11-07-2025,Chennai,15389,packages
BF2025070939,Black Rice,Rice,26-07-2025,Chennai,13038,packages
BF2025070940,Matt Rice,Rice,08-07-2025,Chennai,14060,packages
BF2025070941,Red Rice,Rice,13-07-2025,Chennai,8043,packages
BF2025070942,Red Rice,Rice,22-07-2025,Chennai,6404,packages
BF2025070943,Ponni Rice,Rice,25-07-2025,Chennai,18075,packages
BF2025070944,Sona Masoori,Rice,08-07-2025,Chennai,6344,packages
BF2025070945,Tresemme,Shampoo,05-07-2025,Bangalore,16660,packages
BF2025070946,Head & Shoulders,Shampoo,26-07-2025,Bangalore,17118,packages
BF2025070947,Sunsilk,Shampoo,13-07-2025,Bangalore,10909,packages
BF2025070948,Dove,Shampoo,04-07-2025,Bangalore,5085,packages
BF2025070949,Garnier,Shampoo,10-07-2025,Bangalore,10896,packages
BF2025070950,Loreal,Shampoo,25-07-2025,Bangalore,6674,packages
BF2025070951,Close Up,Toothpaste,03-07-2025,Bangalore,12061,packages
BF2025070952,Anchor,Toothpaste,15-07-2025,Bangalore,6692,packages
BF2025070953,Pepsodent,Toothpaste,01-07-2025,Bangalore,10798,packages
BF2025070954,Pepsodent,Toothpaste,18-07-2025,Bangalore,14780,packages
BF2025070955,Meswak,Toothpaste,20-07-2025,Bangalore,19151,packages
BF2025070956,Groundnut Oil,Oil,01-07-2025,Bangalore,11779,packages
BF2025070957,Olive Oil,Oil,13-07-2025,Bangalore,16875,packages
BF2025070958,Coconut Oil,Oil,18-07-2025,Bangalore,14370,packages
BF2025070959,Mustard Oil,Oil,17-07-2025,Bangalore,16228,packages
BF2025070960,Mustard Oil,Oil,13-07-2025,Bangalore,7274,packages
BF2025070961,Groundnut Oil,Oil,09-07-2025,Bangalore,9397,packages
BF2025070962,Mustard Oil,Oil,16-07-2025,Bangalore,6036,packages
BF2025070963,Ponni Rice,Rice,14-07-2025,Hyderabad,11899,packages
BF2025070964,Black Rice,Rice,10-07-2025,Hyderabad,17823,packages
BF2025070965,Matt Rice,Rice,03-07-2025,Hyderabad,9123,packages
BF2025070966,Black Rice,Rice,08-07-2025,Hyderabad,14728,packages
BF2025070967,Jasmine Rice,Rice,20-07-2025,Hyderabad,12501,packages
BF2025070968,Ragi Flour,Flour,05-07-2025,Hyderabad,5110,packages
BF2025070969,Bajra Flour,Flour,13-07-2025,Hyderabad,18788,packages
BF2025070970,Jowar Flour,Flour,20-07-2025,Hyderabad,18173,packages
BF2025070971,Bajra Flour,Flour,28-07-2025,Hyderabad,12212,packages
BF2025070972,Hide & Seek,Biscuit,14-07-2025,Hyderabad,9922,packages
BF2025070973,Good Day,Biscuit,11-07-2025,Hyderabad,12848,packages
BF2025070974,Hide & Seek,Biscuit,11-07-2025,Hyderabad,11524,packages
BF2025070975,Marie Gold,Biscuit,11-07-2025,Hyderabad,17040,packages
BF2025070976,Krackjack,Biscuit,23-07-2025,Hyderabad,14435,packages
BF2025070977,Good Day,Biscuit,26-07-2025,Hyderabad,10339,packages
BF2025070978,Anchor,Toothpaste,09-07-2025,Kolkata,10980,packages
BF2025070979,Sensodyne,Toothpaste,04-07-2025,Kolkata,14703,packages
BF2025070980,Close Up,Toothpaste,18-07-2025,Kolkata,16169,packages
BF2025070981,Colgate,Toothpaste,25-07-2025,Kolkata,16914,packages
BF2025070982,Sensodyne,Toothpaste,15-07-2025,Kolkata,12183,packages
BF2025070983,Dabur Red,Toothpaste,26-07-2025,Kolkata,18619,packages
BF2025070984,Pepsodent,Toothpaste,23-07-2025,Kolkata,18417,packages
BF2025070985,Godrej,Soap,22-07-2025,Kolkata,7280,packages
BF2025070986,Santoor,Soap,21-07-2025,Kolkata,8965,packages
BF2025070987,Lifebuoy,Soap,09-07-2025,Kolkata,16718,packages
BF2025070988,Medimix,Soap,14-07-2025,Kolkata,6211,packages
BF2025070989,Godrej,Soap,15-07-2025,Kolkata,14539,packages
BF2025070990,Medimix,Soap,13-07-2025,Kolkata,13907,packages
BF2025070991,Hamam,Soap,02-07-2025,Kolkata,16495,packages
BF2025070992,Olive Oil,Oil,20-07-2025,Kolkata,6791,packages
BF2025070993,Coconut Oil,Oil,25-07-2025,Kolkata,15774,packages
BF2025070994,Soybean Oil,Oil,22-07-2025,Kolkata,7725,packages
BF2025070995,Sunflower Oil,Oil,21-07-2025,Kolkata,14227,packages
BF2025070996,Rice Bran Oil,Oil,21-07-2025,Kolkata,17331,packages
BF2025070997,Rice Bran Oil,Oil,11-07-2025,Kolkata,6735,packages
BF2025070998,Olive Oil,Oil,01-07-2025,Kolkata,9239,packages
BF2025070999,Coconut Oil,Oil,08-07-2025,Kolkata,12303,packages
BF2025081000,Krackjack,Biscuit,13-08-2025,Kolhapur,17654,packages
BF2025081001,Hide & Seek,Biscuit,22-08-2025,Kolhapur,10651,packages
BF2025081002,Krackjack,Biscuit,01-08-2025,Kolhapur,6712,packages
BF2025081003,Crack Jack,Biscuit,10-08-2025,Kolhapur,6406,packages
BF2025081004,Hide & Seek,Biscuit,04-08-2025,Kolhapur,10707,packages
BF2025081005,Bourbon,Biscuit,10-08-2025,Kolhapur,12460,packages
BF2025081006,Mars,Chocolate,17-08-2025,Kolhapur,10706,packages
BF2025081007,5 Star,Chocolate,16-08-2025,Kolhapur,12178,packages
BF2025081008,Mars,Chocolate,24-08-2025,Kolhapur,10225,packages
BF2025081009,Kit Kat,Chocolate,03-08-2025,Kolhapur,5732,packages
BF2025081010,5 Star,Chocolate,26-08-2025,Kolhapur,5370,packages
BF2025081011,Rice Flour,Flour,21-08-2025,Kolhapur,16094,packages
BF2025081012,Besan,Flour,26-08-2025,Kolhapur,17132,packages
BF2025081013,Besan,Flour,08-08-2025,Kolhapur,14042,packages
BF2025081014,Bajra Flour,Flour,06-08-2025,Kolhapur,14172,packages
BF2025081015,Multigrain Flour,Flour,14-08-2025,Kolhapur,8798,packages
BF2025081016,Jowar Flour,Flour,26-08-2025,Kolhapur,15317,packages
BF2025081017,Cheetos,Chips,06-08-2025,Pune,11481,packages
BF2025081018,Pringles,Chips,01-08-2025,Pune,12365,packages
BF2025081019,Cheetos,Chips,19-08-2025,Pune,11370,packages
BF2025081020,Pringles,Chips,01-08-2025,Pune,8371,packages
BF2025081021,Kurkure,Chips,09-08-2025,Pune,14459,packages
BF2025081022,Sprite,Beverage,26-08-2025,Pune,10993,packages
BF2025081023,Fanta,Beverage,11-08-2025,Pune,12496,packages
BF2025081024,Thums Up,Beverage,04-08-2025,Pune,15988,packages
BF2025081025,Limca,Beverage,28-08-2025,Pune,13646,packages
BF2025081026,Rice Bran Oil,Oil,20-08-2025,Pune,15015,packages
BF2025081027,Olive Oil,Oil,13-08-2025,Pune,10700,packages
BF2025081028,Palm Oil,Oil,12-08-2025,Pune,15114,packages
BF2025081029,Groundnut Oil,Oil,06-08-2025,Pune,15067,packages
BF2025081030,Olive Oil,Oil,19-08-2025,Pune,16011,packages
BF2025081031,Soybean Oil,Oil,05-08-2025,Pune,6931,packages
BF2025081032,Dettol,Soap,10-08-2025,Mumbai,7999,packages
BF2025081033,Lifebuoy,Soap,12-08-2025,Mumbai,13369,packages
BF2025081034,Medimix,Soap,13-08-2025,Mumbai,14771,packages
BF2025081035,Medimix,Soap,05-08-2025,Mumbai,11931,packages
BF2025081036,Godrej,Soap,06-08-2025,Mumbai,15412,packages
BF2025081037,Sprite,Beverage,23-08-2025,Mumbai,14091,packages
BF2025081038,Limca,Beverage,06-08-2025,Mumbai,9732,packages
BF2025081039,Sprite,Beverage,05-08-2025,Mumbai,10154,packages
BF2025081040,Limca,Beverage,27-08-2025,Mumbai,15148,packages
BF2025081041,Mirinda,Beverage,02-08-2025,Mumbai,5157,packages
BF2025081042,Sprite,Beverage,16-08-2025,Mumbai,8196,packages
BF2025081043,Mountain Dew,Beverage,27-08-2025,Mumbai,14200,packages
BF2025081044,Limca,Beverage,17-08-2025,Mumbai,11703,packages
BF2025081045,Garnier,Shampoo,14-08-2025,Mumbai,13006,packages
BF2025081046,Dove,Shampoo,06-08-2025,Mumbai,14263,packages
BF2025081047,Pantene,Shampoo,01-08-2025,Mumbai,9785,packages
BF2025081048,Loreal,Shampoo,02-08-2025,Mumbai,8683,packages
BF2025081049,Loreal,Shampoo,18-08-2025,Mumbai,7755,packages
BF2025081050,Garnier,Shampoo,25-08-2025,Mumbai,14267,packages
BF2025081051,Garnier,Shampoo,24-08-2025,Mumbai,14006,packages
BF2025081052,5 Star,Chocolate,04-08-2025,Delhi,9389,packages
BF2025081053,Snickers,Chocolate,25-08-2025,Delhi,13880,packages
BF2025081054,Dairy Milk,Chocolate,27-08-2025,Delhi,17451,packages
BF2025081055,Mars,Chocolate,24-08-2025,Delhi,13951,packages
BF2025081056,Twix,Chocolate,07-08-2025,Delhi,6677,packages
BF2025081057,Munch,Chocolate,24-08-2025,Delhi,9877,packages
BF2025081058,Dairy Milk,Chocolate,28-08-2025,Delhi,12368,packages
BF2025081059,Snickers,Chocolate,09-08-2025,Delhi,19126,packages
BF2025081060,Kurkure,Chips,15-08-2025,Delhi,17707,packages
BF2025081061,Pringles,Chips,26-08-2025,Delhi,8438,packages
BF2025081062,Haldirams,Chips,26-08-2025,Delhi,19107,packages
BF2025081063,Cheetos,Chips,23-08-2025,Delhi,7719,packages
BF2025081064,Sensodyne,Toothpaste,05-08-2025,Delhi,18328,packages
BF2025081065,Colgate,Toothpaste,07-08-2025,Delhi,14340,packages
BF2025081066,Dabur Red,Toothpaste,12-08-2025,Delhi,14778,packages
BF2025081067,Close Up,Toothpaste,18-08-2025,Delhi,10302,packages
BF2025081068,Dabur Red,Toothpaste,23-08-2025,Delhi,9740,packages
BF2025081069,Dabur Red,Toothpaste,19-08-2025,Delhi,19057,packages
BF2025081070,Pepsodent,Toothpaste,17-08-2025,Delhi,7221,packages
BF2025081071,Anchor,Toothpaste,25-08-2025,Delhi,5971,packages
BF2025081072,Lifebuoy,Soap,28-08-2025,Chennai,16492,packages
BF2025081073,Lifebuoy,Soap,28-08-2025,Chennai,9090,packages
BF2025081074,Hamam,Soap,05-08-2025,Chennai,18573,packages
BF2025081075,Medimix,Soap,08-08-2025,Chennai,13019,packages
BF2025081076,Santoor,Soap,05-08-2025,Chennai,15286,packages
BF2025081077,Medimix,Soap,14-08-2025,Chennai,12405,packages
BF2025081078,Monaco,Biscuit,21-08-2025,Chennai,11600,packages
BF2025081079,Marie Gold,Biscuit,17-08-2025,Chennai,16382,packages
BF2025081080,Krackjack,Biscuit,12-08-2025,Chennai,12996,packages
BF2025081081,Parle-G,Biscuit,11-08-2025,Chennai,19236,packages
BF2025081082,Black Rice,Rice,24-08-2025,Chennai,15401,packages
BF2025081083,Matt Rice,Rice,22-08-2025,Chennai,18928,packages
BF2025081084,Red Rice,Rice,03-08-2025,Chennai,8568,packages
BF2025081085,Jasmine Rice,Rice,14-08-2025,Chennai,13105,packages
BF2025081086,Loreal,Shampoo,11-08-2025,Bangalore,10533,packages
BF2025081087,Head & Shoulders,Shampoo,18-08-2025,Bangalore,14275,packages
BF2025081088,Garnier,Shampoo,28-08-2025,Bangalore,17915,packages
BF2025081089,Clinic Plus,Shampoo,11-08-2025,Bangalore,5752,packages
BF2025081090,Garnier,Shampoo,04-08-2025,Bangalore,5266,packages
BF2025081091,Head & Shoulders,Shampoo,04-08-2025,Bangalore,12230,packages
BF2025081092,Anchor,Toothpaste,01-08-2025,Bangalore,8314,packages
BF2025081093,Close Up,Toothpaste,23-08-2025,Bangalore,19453,packages
BF2025081094,Dabur Red,Toothpaste,21-08-2025,Bangalore,7604,packages
BF2025081095,Dabur Red,Toothpaste,28-08-2025,Bangalore,6529,packages
BF2025081096,Meswak,Toothpaste,21-08-2025,Bangalore,9102,packages
BF2025081097,Meswak,Toothpaste,03-08-2025,Bangalore,15887,packages
BF2025081098,Close Up,Toothpaste,21-08-2025,Bangalore,5848,packages
BF2025081099,Groundnut Oil,Oil,21-08-2025,Bangalore,16894,packages
BF2025081100,Coconut Oil,Oil,23-08-2025,Bangalore,12032,packages
BF2025081101,Olive Oil,Oil,21-08-2025,Bangalore,16529,packages
BF2025081102,Sunflower Oil,Oil,04-08-2025,Bangalore,8496,packages
BF2025081103,Olive Oil,Oil,16-08-2025,Bangalore,7174,packages
BF2025081104,Coconut Oil,Oil,19-08-2025,Bangalore,13510,packages
BF2025081105,Palm Oil,Oil,22-08-2025,Bangalore,5152,packages
BF2025081106,Matt Rice,Rice,23-08-2025,Hyderabad,18387,packages
BF2025081107,Red Rice,Rice,04-08-2025,Hyderabad,16371,packages
BF2025081108,Black Rice,Rice,05-08-2025,Hyderabad,6160,packages
BF2025081109,Red Rice,Rice,08-08-2025,Hyderabad,6463,packages
BF2025081110,Bajra Flour,Flour,04-08-2025,Hyderabad,11022,packages
BF2025081111,Besan,Flour,10-08-2025,Hyderabad,11270,packages
BF2025081112,Besan,Flour,25-08-2025,Hyderabad,15511,packages
BF2025081113,Besan,Flour,22-08-2025,Hyderabad,6120,packages
BF2025081114,Parle-G,Biscuit,19-08-2025,Hyderabad,14999,packages
BF2025081115,Hide & Seek,Biscuit,21-08-2025,Hyderabad,12210,packages
BF2025081116,Good Day,Biscuit,12-08-2025,Hyderabad,15290,packages
BF2025081117,Hide & Seek,Biscuit,24-08-2025,Hyderabad,11745,packages
BF2025081118,Krackjack,Biscuit,20-08-2025,Hyderabad,19089,packages
BF2025081119,Monaco,Biscuit,07-08-2025,Hyderabad,19689,packages
BF2025081120,Hide & Seek,Biscuit,04-08-2025,Hyderabad,17328,packages
BF2025081121,Crack Jack,Biscuit,04-08-2025,Hyderabad,10759,packages
BF2025081122,Close Up,Toothpaste,11-08-2025,Kolkata,9059,packages
BF2025081123,Pepsodent,Toothpaste,09-08-2025,Kolkata,9065,packages
BF2025081124,Dabur Red,Toothpaste,18-08-2025,Kolkata,17762,packages
