Batch_ID,DR_Product_Category,DR_Dealer_Name,DR_Received_Quantity,DR_Receipt_Date,DR_City,DR_Transit
BF2025070877,Chips,Dealer4,1676,25-07-2025,Bangalore,1
BF2025070877,Chips,Dealer17,1439,26-07-2025,Delhi,1
BF2025070877,Chips,Dealer14,1617,29-07-2025,Chennai,1
BF2025070877,Chips,Dealer19,2128,29-07-2025,Chennai,2
BF2025070877,Chips,Dealer11,641,04-08-2025,Hyderabad,3
BF2025070877,Chips,Dealer16,1869,05-08-2025,Mumbai,2
BF2025070877,Chips,Dealer5,683,31-07-2025,Pune,1
BF2025070878,Chips,Dealer16,3445,13-07-2025,Hyderabad,2
BF2025070878,Chips,Dealer30,1214,16-07-2025,Mumbai,2
BF2025070878,Chips,Dealer7,784,19-07-2025,Chennai,2
BF2025070878,Chips,Dealer21,299,22-07-2025,Ahmedabad,2
BF2025070878,Chips,Dealer6,1999,16-07-2025,Chennai,1
BF2025070878,Chips,Dealer3,2304,23-07-2025,Pune,2
BF2025070878,Chips,Dealer29,3356,19-07-2025,Bangalore,2
BF2025070879,Chips,Dealer26,866,21-07-2025,Kolkata,1
BF2025070879,Chips,Dealer10,1835,24-07-2025,Chennai,3
BF2025070879,Chips,Dealer28,2350,27-07-2025,Mumbai,3
BF2025070879,Chips,Dealer9,1487,26-07-2025,Ahmedabad,3
BF2025070879,Chips,Dealer15,77,30-07-2025,Hyderabad,2
BF2025070880,Chips,Dealer25,4159,30-07-2025,Ahmedabad,1
BF2025070880,Chips,Dealer20,300,04-08-2025,Chennai,3
BF2025070880,Chips,Dealer3,8104,07-08-2025,Delhi,3
BF2025070880,Chips,Dealer26,4915,09-08-2025,Hyderabad,2
BF2025070881,Chips,Dealer9,8155,01-08-2025,Pune,2
BF2025070881,Chips,Dealer12,310,03-08-2025,Hyderabad,2
BF2025070881,Chips,Dealer13,6830,06-08-2025,Mumbai,1
BF2025070881,Chips,Dealer7,4685,09-08-2025,Mumbai,1
BF2025070882,Chips,Dealer29,3032,13-07-2025,Ahmedabad,2
BF2025070882,Chips,Dealer27,1484,14-07-2025,Pune,2
BF2025070882,Chips,Dealer15,1383,18-07-2025,Pune,3
BF2025070882,Chips,Dealer9,2278,22-07-2025,Chennai,2
BF2025070882,Chips,Dealer30,442,17-07-2025,Bangalore,2
BF2025070882,Chips,Dealer23,1507,22-07-2025,Bangalore,1
BF2025070883,Chips,Dealer18,1739,19-07-2025,Pune,3
BF2025070883,Chips,Dealer9,6454,20-07-2025,Chennai,1
BF2025070883,Chips,Dealer1,4977,23-07-2025,Kolkata,1
BF2025070883,Chips,Dealer25,1046,23-07-2025,Delhi,1
BF2025070884,Chips,Dealer8,6018,04-08-2025,Pune,3
BF2025070884,Chips,Dealer17,4066,07-08-2025,Ahmedabad,3
BF2025070884,Chips,Dealer12,5017,08-08-2025,Pune,1
BF2025070884,Chips,Dealer30,2043,06-08-2025,Kolkata,2
BF2025070885,Beverage,Dealer6,1224,07-07-2025,Chennai,3
BF2025070885,Beverage,Dealer20,1891,08-07-2025,Chennai,3
BF2025070885,Beverage,Dealer23,2596,12-07-2025,Ahmedabad,2
BF2025070885,Beverage,Dealer11,3749,12-07-2025,Bangalore,2
BF2025070885,Beverage,Dealer3,3124,10-07-2025,Pune,2
BF2025070885,Beverage,Dealer13,1481,15-07-2025,Ahmedabad,1
BF2025070886,Beverage,Dealer17,2275,25-07-2025,Mumbai,2
BF2025070886,Beverage,Dealer24,4560,28-07-2025,Mumbai,2
BF2025070886,Beverage,Dealer20,2808,31-07-2025,Bangalore,2
BF2025070886,Beverage,Dealer18,193,27-07-2025,Mumbai,1
BF2025070887,Beverage,Dealer7,1559,10-07-2025,Hyderabad,2
BF2025070887,Beverage,Dealer22,4178,14-07-2025,Pune,3
BF2025070887,Beverage,Dealer28,1074,13-07-2025,Delhi,1
BF2025070887,Beverage,Dealer30,3593,17-07-2025,Chennai,3
BF2025070888,Beverage,Dealer22,176,12-07-2025,Chennai,2
BF2025070888,Beverage,Dealer4,5365,14-07-2025,Ahmedabad,1
BF2025070888,Beverage,Dealer20,4310,18-07-2025,Pune,2
BF2025070888,Beverage,Dealer21,3627,19-07-2025,Ahmedabad,3
BF2025070888,Beverage,Dealer13,857,19-07-2025,Hyderabad,1
BF2025070889,Beverage,Dealer10,3563,31-07-2025,Bangalore,1
BF2025070889,Beverage,Dealer16,2799,04-08-2025,Mumbai,3
BF2025070889,Beverage,Dealer24,2799,06-08-2025,Hyderabad,1
BF2025070889,Beverage,Dealer23,567,11-08-2025,Chennai,3
BF2025070889,Beverage,Dealer26,2641,14-08-2025,Bangalore,3
BF2025070889,Beverage,Dealer2,811,10-08-2025,Ahmedabad,1
BF2025070890,Oil,Dealer14,1599,27-07-2025,Bangalore,2
BF2025070890,Oil,Dealer5,1306,28-07-2025,Delhi,2
BF2025070890,Oil,Dealer28,2092,30-07-2025,Ahmedabad,1
BF2025070890,Oil,Dealer30,823,06-08-2025,Ahmedabad,3
BF2025070890,Oil,Dealer6,2213,01-08-2025,Chennai,3
BF2025070890,Oil,Dealer8,312,05-08-2025,Kolkata,1
BF2025070890,Oil,Dealer11,871,02-08-2025,Hyderabad,2
BF2025070891,Oil,Dealer13,7514,01-08-2025,Kolkata,3
BF2025070891,Oil,Dealer8,3360,02-08-2025,Pune,2
BF2025070891,Oil,Dealer2,1171,07-08-2025,Mumbai,3
BF2025070891,Oil,Dealer14,4809,03-08-2025,Chennai,2
BF2025070892,Oil,Dealer19,7040,25-07-2025,Bangalore,2
BF2025070892,Oil,Dealer4,2072,26-07-2025,Delhi,1
BF2025070892,Oil,Dealer6,251,30-07-2025,Chennai,1
BF2025070892,Oil,Dealer2,3187,30-07-2025,Hyderabad,1
BF2025070893,Oil,Dealer23,1648,11-07-2025,Ahmedabad,2
BF2025070893,Oil,Dealer20,1932,12-07-2025,Hyderabad,1
BF2025070893,Oil,Dealer12,83,15-07-2025,Bangalore,2
BF2025070893,Oil,Dealer8,1242,20-07-2025,Delhi,2
BF2025070893,Oil,Dealer4,1063,14-07-2025,Hyderabad,1
BF2025070893,Oil,Dealer19,85,21-07-2025,Bangalore,2
BF2025070893,Oil,Dealer21,1720,28-07-2025,Bangalore,1
BF2025070894,Oil,Dealer8,1778,10-07-2025,Hyderabad,2
BF2025070894,Oil,Dealer17,339,11-07-2025,Kolkata,1
BF2025070894,Oil,Dealer3,1542,11-07-2025,Delhi,1
BF2025070894,Oil,Dealer4,1095,18-07-2025,Hyderabad,1
BF2025070894,Oil,Dealer18,1771,14-07-2025,Mumbai,2
BF2025070894,Oil,Dealer1,1490,19-07-2025,Ahmedabad,1
BF2025070895,Oil,Dealer11,76,22-07-2025,Kolkata,2
BF2025070895,Oil,Dealer23,5984,23-07-2025,Ahmedabad,2
BF2025070895,Oil,Dealer14,2520,23-07-2025,Bangalore,1
BF2025070895,Oil,Dealer13,5004,29-07-2025,Delhi,3
BF2025070896,Oil,Dealer29,2464,09-07-2025,Mumbai,3
BF2025070896,Oil,Dealer13,2455,09-07-2025,Ahmedabad,1
BF2025070896,Oil,Dealer1,477,09-07-2025,Hyderabad,1
BF2025070896,Oil,Dealer5,6422,14-07-2025,Pune,2
BF2025070896,Oil,Dealer7,4579,17-07-2025,Ahmedabad,3
BF2025070896,Oil,Dealer12,456,22-07-2025,Pune,1
BF2025070896,Oil,Dealer3,1549,20-07-2025,Delhi,2
BF2025070897,Oil,Dealer9,5457,27-07-2025,Hyderabad,2
BF2025070897,Oil,Dealer10,2840,27-07-2025,Mumbai,1
BF2025070897,Oil,Dealer3,5237,01-08-2025,Hyderabad,1
BF2025070897,Oil,Dealer7,522,06-08-2025,Ahmedabad,3
BF2025070897,Oil,Dealer8,3466,07-08-2025,Pune,1
BF2025070898,Soap,Dealer24,3534,20-07-2025,Kolkata,3
BF2025070898,Soap,Dealer15,4342,22-07-2025,Chennai,2
BF2025070898,Soap,Dealer4,2967,23-07-2025,Hyderabad,2
BF2025070898,Soap,Dealer19,2475,24-07-2025,Mumbai,1
BF2025070898,Soap,Dealer30,2024,31-07-2025,Chennai,2
BF2025070898,Soap,Dealer3,3462,24-07-2025,Hyderabad,2
BF2025070899,Soap,Dealer9,1120,26-07-2025,Mumbai,2
BF2025070899,Soap,Dealer21,437,30-07-2025,Bangalore,3
BF2025070899,Soap,Dealer22,548,27-07-2025,Pune,1
BF2025070899,Soap,Dealer18,902,03-08-2025,Mumbai,1
BF2025070899,Soap,Dealer15,1134,07-08-2025,Delhi,2
BF2025070899,Soap,Dealer13,1161,30-07-2025,Pune,1
BF2025070899,Soap,Dealer27,811,13-08-2025,Hyderabad,2
BF2025070900,Soap,Dealer16,839,28-07-2025,Delhi,3
BF2025070900,Soap,Dealer8,663,28-07-2025,Chennai,1
BF2025070900,Soap,Dealer7,1088,29-07-2025,Kolkata,2
BF2025070900,Soap,Dealer28,184,03-08-2025,Kolkata,3
BF2025070900,Soap,Dealer5,783,08-08-2025,Delhi,2
BF2025070900,Soap,Dealer23,1192,07-08-2025,Delhi,3
BF2025070900,Soap,Dealer25,400,07-08-2025,Ahmedabad,1
BF2025070901,Soap,Dealer20,3175,12-07-2025,Mumbai,3
BF2025070901,Soap,Dealer30,3818,12-07-2025,Pune,1
BF2025070901,Soap,Dealer23,2868,13-07-2025,Kolkata,2
BF2025070901,Soap,Dealer6,205,19-07-2025,Chennai,1
BF2025070901,Soap,Dealer8,1048,16-07-2025,Delhi,3
BF2025070902,Beverage,Dealer10,414,24-07-2025,Hyderabad,1
BF2025070902,Beverage,Dealer5,3456,26-07-2025,Hyderabad,1
BF2025070902,Beverage,Dealer7,873,28-07-2025,Kolkata,3
BF2025070902,Beverage,Dealer30,3556,29-07-2025,Ahmedabad,3
BF2025070902,Beverage,Dealer16,4676,02-08-2025,Kolkata,2
BF2025070902,Beverage,Dealer22,2826,10-08-2025,Mumbai,3
BF2025070903,Beverage,Dealer18,1432,22-07-2025,Delhi,3
BF2025070903,Beverage,Dealer8,1354,21-07-2025,Ahmedabad,1
BF2025070903,Beverage,Dealer4,1691,24-07-2025,Ahmedabad,1
BF2025070903,Beverage,Dealer1,366,28-07-2025,Chennai,3
BF2025070903,Beverage,Dealer23,265,24-07-2025,Mumbai,1
BF2025070904,Beverage,Dealer29,1557,24-07-2025,Hyderabad,3
BF2025070904,Beverage,Dealer24,1221,26-07-2025,Hyderabad,2
BF2025070904,Beverage,Dealer17,47,26-07-2025,Bangalore,3
BF2025070904,Beverage,Dealer23,1343,27-07-2025,Bangalore,3
BF2025070904,Beverage,Dealer2,5,27-07-2025,Pune,2
BF2025070904,Beverage,Dealer13,934,07-08-2025,Ahmedabad,2
BF2025070904,Beverage,Dealer25,87,09-08-2025,Bangalore,1
BF2025070905,Beverage,Dealer5,138,05-07-2025,Delhi,1
BF2025070905,Beverage,Dealer29,4742,07-07-2025,Ahmedabad,1
BF2025070905,Beverage,Dealer16,3178,10-07-2025,Delhi,2
BF2025070905,Beverage,Dealer9,5719,12-07-2025,Pune,2
BF2025070906,Shampoo,Dealer27,1723,06-07-2025,Mumbai,2
BF2025070906,Shampoo,Dealer6,3416,08-07-2025,Ahmedabad,2
BF2025070906,Shampoo,Dealer1,2811,11-07-2025,Hyderabad,3
BF2025070906,Shampoo,Dealer30,1514,15-07-2025,Ahmedabad,2
BF2025070906,Shampoo,Dealer2,3595,18-07-2025,Chennai,2
BF2025070906,Shampoo,Dealer8,3436,11-07-2025,Chennai,2
BF2025070906,Shampoo,Dealer23,1713,24-07-2025,Ahmedabad,2
BF2025070907,Shampoo,Dealer27,1544,10-07-2025,Chennai,2
BF2025070907,Shampoo,Dealer20,854,12-07-2025,Kolkata,3
BF2025070907,Shampoo,Dealer26,58,14-07-2025,Bangalore,2
BF2025070907,Shampoo,Dealer3,1249,13-07-2025,Delhi,2
BF2025070907,Shampoo,Dealer9,1500,13-07-2025,Chennai,1
BF2025070907,Shampoo,Dealer29,1373,25-07-2025,Bangalore,2
BF2025070908,Shampoo,Dealer4,1557,22-07-2025,Chennai,1
BF2025070908,Shampoo,Dealer5,1944,26-07-2025,Pune,3
BF2025070908,Shampoo,Dealer30,1779,25-07-2025,Mumbai,2
BF2025070908,Shampoo,Dealer6,164,26-07-2025,Ahmedabad,2
BF2025070908,Shampoo,Dealer23,1914,30-07-2025,Delhi,1
BF2025070908,Shampoo,Dealer18,230,29-07-2025,Chennai,3
BF2025070908,Shampoo,Dealer19,1360,11-08-2025,Bangalore,3
BF2025070909,Shampoo,Dealer10,3890,10-07-2025,Ahmedabad,1
BF2025070909,Shampoo,Dealer6,4056,15-07-2025,Ahmedabad,3
BF2025070909,Shampoo,Dealer27,3782,13-07-2025,Hyderabad,2
BF2025070909,Shampoo,Dealer21,348,19-07-2025,Bangalore,1
BF2025070909,Shampoo,Dealer29,2789,16-07-2025,Kolkata,3
BF2025070909,Shampoo,Dealer11,2723,27-07-2025,Pune,3
BF2025070909,Shampoo,Dealer13,768,24-07-2025,Mumbai,3
BF2025070910,Shampoo,Dealer23,2633,16-07-2025,Pune,1
BF2025070910,Shampoo,Dealer24,2175,20-07-2025,Hyderabad,2
BF2025070910,Shampoo,Dealer9,5315,23-07-2025,Kolkata,2
BF2025070910,Shampoo,Dealer19,4087,25-07-2025,Ahmedabad,1
BF2025070910,Shampoo,Dealer21,3814,30-07-2025,Bangalore,3
BF2025070911,Shampoo,Dealer7,2747,18-07-2025,Mumbai,3
BF2025070911,Shampoo,Dealer29,1421,18-07-2025,Kolkata,1
BF2025070911,Shampoo,Dealer22,643,20-07-2025,Pune,3
BF2025070911,Shampoo,Dealer18,2570,20-07-2025,Kolkata,2
BF2025070911,Shampoo,Dealer8,162,24-07-2025,Hyderabad,1
BF2025070911,Shampoo,Dealer1,1735,26-07-2025,Ahmedabad,1
BF2025070911,Shampoo,Dealer20,1834,03-08-2025,Kolkata,1
BF2025070912,Chocolate,Dealer11,1545,21-07-2025,Bangalore,3
BF2025070912,Chocolate,Dealer16,3569,21-07-2025,Pune,2
BF2025070912,Chocolate,Dealer22,4180,23-07-2025,Kolkata,3
BF2025070912,Chocolate,Dealer17,1656,29-07-2025,Ahmedabad,2
BF2025070912,Chocolate,Dealer13,4663,27-07-2025,Kolkata,1
BF2025070912,Chocolate,Dealer30,810,04-08-2025,Delhi,2
BF2025070913,Chocolate,Dealer22,2013,13-07-2025,Ahmedabad,1
BF2025070913,Chocolate,Dealer2,1851,17-07-2025,Pune,3
BF2025070913,Chocolate,Dealer12,876,17-07-2025,Chennai,3
BF2025070913,Chocolate,Dealer3,5079,16-07-2025,Kolkata,1
BF2025070913,Chocolate,Dealer14,4907,26-07-2025,Kolkata,2
BF2025070913,Chocolate,Dealer13,1481,20-07-2025,Chennai,3
BF2025070914,Chocolate,Dealer27,2159,01-08-2025,Chennai,2
BF2025070914,Chocolate,Dealer16,4566,03-08-2025,Kolkata,1
BF2025070914,Chocolate,Dealer28,1945,02-08-2025,Delhi,1
BF2025070914,Chocolate,Dealer2,217,03-08-2025,Hyderabad,1
BF2025070914,Chocolate,Dealer24,2964,12-08-2025,Pune,1
BF2025070914,Chocolate,Dealer3,3859,17-08-2025,Chennai,3
BF2025070915,Chocolate,Dealer20,2976,03-08-2025,Mumbai,3
BF2025070915,Chocolate,Dealer25,846,06-08-2025,Ahmedabad,3
BF2025070915,Chocolate,Dealer28,2661,08-08-2025,Ahmedabad,2
BF2025070915,Chocolate,Dealer9,48,11-08-2025,Ahmedabad,2
BF2025070916,Chocolate,Dealer27,2612,19-07-2025,Ahmedabad,3
BF2025070916,Chocolate,Dealer9,2036,18-07-2025,Hyderabad,1
BF2025070916,Chocolate,Dealer11,3779,23-07-2025,Ahmedabad,3
BF2025070916,Chocolate,Dealer5,2624,23-07-2025,Pune,1
BF2025070916,Chocolate,Dealer18,128,31-07-2025,Hyderabad,3
BF2025070917,Chocolate,Dealer21,1396,25-07-2025,Bangalore,3
BF2025070917,Chocolate,Dealer30,916,25-07-2025,Delhi,1
BF2025070917,Chocolate,Dealer8,985,30-07-2025,Pune,2
BF2025070917,Chocolate,Dealer19,860,26-07-2025,Mumbai,1
BF2025070917,Chocolate,Dealer9,220,02-08-2025,Delhi,3
BF2025070917,Chocolate,Dealer22,1541,02-08-2025,Bangalore,1
BF2025070917,Chocolate,Dealer1,1,12-08-2025,Pune,3
BF2025070918,Chocolate,Dealer7,3196,24-07-2025,Bangalore,1
BF2025070918,Chocolate,Dealer28,2494,26-07-2025,Kolkata,2
BF2025070918,Chocolate,Dealer10,2606,30-07-2025,Bangalore,1
BF2025070918,Chocolate,Dealer5,1619,02-08-2025,Delhi,1
BF2025070918,Chocolate,Dealer2,2475,29-07-2025,Pune,2
BF2025070918,Chocolate,Dealer8,2055,09-08-2025,Delhi,2
BF2025070918,Chocolate,Dealer4,2070,11-08-2025,Hyderabad,1
BF2025070919,Chips,Dealer23,856,08-07-2025,Bangalore,1
BF2025070919,Chips,Dealer17,3459,11-07-2025,Ahmedabad,3
BF2025070919,Chips,Dealer26,1175,14-07-2025,Ahmedabad,3
BF2025070919,Chips,Dealer9,5194,16-07-2025,Chennai,3
BF2025070919,Chips,Dealer4,2296,12-07-2025,Ahmedabad,1
BF2025070919,Chips,Dealer19,3941,13-07-2025,Pune,1
BF2025070919,Chips,Dealer14,1928,20-07-2025,Kolkata,1
BF2025070920,Chips,Dealer27,4616,19-07-2025,Delhi,3
BF2025070920,Chips,Dealer19,436,21-07-2025,Delhi,3
BF2025070920,Chips,Dealer7,465,22-07-2025,Hyderabad,2
BF2025070920,Chips,Dealer22,4096,23-07-2025,Bangalore,1
BF2025070920,Chips,Dealer21,4657,25-07-2025,Pune,1
BF2025070921,Chips,Dealer30,1060,02-08-2025,Pune,3
BF2025070921,Chips,Dealer5,2276,02-08-2025,Kolkata,2
BF2025070921,Chips,Dealer8,2164,06-08-2025,Bangalore,3
BF2025070921,Chips,Dealer29,2415,10-08-2025,Ahmedabad,2
BF2025070921,Chips,Dealer15,2784,05-08-2025,Bangalore,2
BF2025070921,Chips,Dealer24,4713,11-08-2025,Ahmedabad,2
BF2025070921,Chips,Dealer27,4248,20-08-2025,Hyderabad,3
BF2025070922,Chips,Dealer3,800,22-07-2025,Pune,1
BF2025070922,Chips,Dealer21,513,26-07-2025,Chennai,3
BF2025070922,Chips,Dealer26,1331,28-07-2025,Mumbai,3
BF2025070922,Chips,Dealer15,2509,28-07-2025,Mumbai,1
BF2025070922,Chips,Dealer14,2229,01-08-2025,Ahmedabad,3
BF2025070922,Chips,Dealer16,1382,08-08-2025,Pune,3
BF2025070923,Chips,Dealer12,1298,10-07-2025,Pune,1
BF2025070923,Chips,Dealer17,1344,13-07-2025,Pune,3
BF2025070923,Chips,Dealer20,1825,16-07-2025,Ahmedabad,1
BF2025070923,Chips,Dealer25,1677,17-07-2025,Mumbai,2
BF2025070923,Chips,Dealer23,1826,14-07-2025,Chennai,1
BF2025070923,Chips,Dealer21,1471,26-07-2025,Kolkata,2
BF2025070924,Toothpaste,Dealer6,6592,06-07-2025,Mumbai,1
BF2025070924,Toothpaste,Dealer4,5050,09-07-2025,Kolkata,3
BF2025070924,Toothpaste,Dealer30,5296,13-07-2025,Mumbai,2
BF2025070924,Toothpaste,Dealer21,2796,15-07-2025,Delhi,1
BF2025070925,Toothpaste,Dealer21,2400,23-07-2025,Pune,3
BF2025070925,Toothpaste,Dealer27,1016,24-07-2025,Delhi,2
BF2025070925,Toothpaste,Dealer16,1992,24-07-2025,Ahmedabad,2
BF2025070925,Toothpaste,Dealer1,2530,25-07-2025,Delhi,2
BF2025070926,Toothpaste,Dealer18,874,01-08-2025,Ahmedabad,2
BF2025070926,Toothpaste,Dealer20,1117,03-08-2025,Ahmedabad,2
BF2025070926,Toothpaste,Dealer8,870,08-08-2025,Kolkata,3
BF2025070926,Toothpaste,Dealer28,799,10-08-2025,Chennai,2
BF2025070926,Toothpaste,Dealer9,597,04-08-2025,Hyderabad,1
BF2025070926,Toothpaste,Dealer23,60,11-08-2025,Ahmedabad,2
BF2025070926,Toothpaste,Dealer17,939,08-08-2025,Ahmedabad,3
BF2025070927,Toothpaste,Dealer8,453,11-07-2025,Mumbai,1
BF2025070927,Toothpaste,Dealer24,1479,15-07-2025,Ahmedabad,2
BF2025070927,Toothpaste,Dealer4,2840,17-07-2025,Chennai,1
BF2025070927,Toothpaste,Dealer25,3061,22-07-2025,Bangalore,3
BF2025070927,Toothpaste,Dealer6,3449,24-07-2025,Bangalore,2
BF2025070927,Toothpaste,Dealer22,1976,22-07-2025,Pune,2
BF2025070927,Toothpaste,Dealer7,4066,24-07-2025,Hyderabad,2
BF2025070928,Soap,Dealer4,1827,08-07-2025,Pune,1
BF2025070928,Soap,Dealer3,1249,11-07-2025,Kolkata,3
BF2025070928,Soap,Dealer10,1346,16-07-2025,Ahmedabad,3
BF2025070928,Soap,Dealer29,1443,12-07-2025,Hyderabad,2
BF2025070928,Soap,Dealer16,1796,20-07-2025,Kolkata,1
BF2025070929,Soap,Dealer24,2538,22-07-2025,Bangalore,1
BF2025070929,Soap,Dealer2,5054,27-07-2025,Bangalore,3
BF2025070929,Soap,Dealer19,3578,28-07-2025,Kolkata,3
BF2025070929,Soap,Dealer21,3114,01-08-2025,Bangalore,2
BF2025070930,Soap,Dealer14,2973,01-08-2025,Kolkata,3
BF2025070930,Soap,Dealer16,3212,01-08-2025,Delhi,2
BF2025070930,Soap,Dealer19,2659,06-08-2025,Hyderabad,2
BF2025070930,Soap,Dealer26,1373,06-08-2025,Chennai,2
BF2025070930,Soap,Dealer10,2779,08-08-2025,Chennai,2
BF2025070930,Soap,Dealer1,3096,06-08-2025,Hyderabad,3
BF2025070931,Soap,Dealer12,540,22-07-2025,Mumbai,2
BF2025070931,Soap,Dealer15,1600,25-07-2025,Hyderabad,3
BF2025070931,Soap,Dealer23,380,28-07-2025,Bangalore,2
BF2025070931,Soap,Dealer6,1433,01-08-2025,Delhi,3
BF2025070931,Soap,Dealer20,2039,25-07-2025,Chennai,1
BF2025070931,Soap,Dealer28,2707,28-07-2025,Bangalore,3
BF2025070931,Soap,Dealer22,2589,28-07-2025,Kolkata,2
BF2025070932,Soap,Dealer3,3692,29-07-2025,Ahmedabad,1
BF2025070932,Soap,Dealer18,4001,03-08-2025,Bangalore,3
BF2025070932,Soap,Dealer12,5470,03-08-2025,Delhi,2
BF2025070932,Soap,Dealer21,164,07-08-2025,Mumbai,1
BF2025070932,Soap,Dealer24,3202,06-08-2025,Hyderabad,1
BF2025070932,Soap,Dealer9,1422,15-08-2025,Bangalore,3
BF2025070933,Soap,Dealer30,3626,28-07-2025,Hyderabad,2
BF2025070933,Soap,Dealer21,4517,28-07-2025,Delhi,1
BF2025070933,Soap,Dealer16,2983,29-07-2025,Mumbai,1
BF2025070933,Soap,Dealer9,2078,06-08-2025,Mumbai,2
BF2025070934,Soap,Dealer19,1456,29-07-2025,Ahmedabad,1
BF2025070934,Soap,Dealer18,552,01-08-2025,Bangalore,2
BF2025070934,Soap,Dealer3,504,31-07-2025,Delhi,1
BF2025070934,Soap,Dealer21,883,07-08-2025,Delhi,1
BF2025070934,Soap,Dealer10,1288,12-08-2025,Kolkata,3
BF2025070934,Soap,Dealer4,107,10-08-2025,Chennai,3
BF2025070934,Soap,Dealer8,1089,06-08-2025,Pune,3
BF2025070935,Biscuit,Dealer14,4424,17-07-2025,Chennai,1
BF2025070935,Biscuit,Dealer28,3396,21-07-2025,Kolkata,3
BF2025070935,Biscuit,Dealer21,3813,23-07-2025,Ahmedabad,3
BF2025070935,Biscuit,Dealer12,2270,20-07-2025,Kolkata,1
BF2025070935,Biscuit,Dealer30,4837,26-07-2025,Kolkata,2
BF2025070936,Biscuit,Dealer3,1092,07-07-2025,Pune,2
BF2025070936,Biscuit,Dealer1,3182,08-07-2025,Chennai,2
BF2025070936,Biscuit,Dealer5,3615,13-07-2025,Ahmedabad,2
BF2025070936,Biscuit,Dealer11,527,14-07-2025,Chennai,3
BF2025070936,Biscuit,Dealer24,3330,14-07-2025,Ahmedabad,1
BF2025070936,Biscuit,Dealer13,502,17-07-2025,Pune,2
BF2025070936,Biscuit,Dealer8,2667,12-07-2025,Ahmedabad,1
BF2025070937,Biscuit,Dealer20,4524,31-07-2025,Kolkata,3
BF2025070937,Biscuit,Dealer3,667,31-07-2025,Kolkata,1
BF2025070937,Biscuit,Dealer11,1630,03-08-2025,Delhi,2
BF2025070937,Biscuit,Dealer5,3423,04-08-2025,Pune,1
BF2025070937,Biscuit,Dealer21,1172,02-08-2025,Kolkata,1
BF2025070937,Biscuit,Dealer10,4312,04-08-2025,Ahmedabad,2
BF2025070937,Biscuit,Dealer9,1945,05-08-2025,Kolkata,2
BF2025070938,Biscuit,Dealer3,3471,16-07-2025,Delhi,3
BF2025070938,Biscuit,Dealer19,3033,18-07-2025,Ahmedabad,3
BF2025070938,Biscuit,Dealer26,4216,18-07-2025,Bangalore,1
BF2025070938,Biscuit,Dealer25,2990,17-07-2025,Bangalore,1
BF2025070938,Biscuit,Dealer12,1679,28-07-2025,Pune,3
BF2025070939,Rice,Dealer7,7273,01-08-2025,Mumbai,3
BF2025070939,Rice,Dealer30,4331,03-08-2025,Chennai,2
BF2025070939,Rice,Dealer28,19,04-08-2025,Bangalore,2
BF2025070939,Rice,Dealer26,1415,10-08-2025,Bangalore,3
BF2025070940,Rice,Dealer16,8,15-07-2025,Mumbai,3
BF2025070940,Rice,Dealer5,3404,15-07-2025,Ahmedabad,1
BF2025070940,Rice,Dealer6,1751,19-07-2025,Chennai,3
BF2025070940,Rice,Dealer18,1695,18-07-2025,Hyderabad,3
BF2025070940,Rice,Dealer27,1835,19-07-2025,Mumbai,3
BF2025070940,Rice,Dealer8,2623,24-07-2025,Ahmedabad,2
BF2025070940,Rice,Dealer19,2744,31-07-2025,Ahmedabad,1
BF2025070941,Rice,Dealer7,72,17-07-2025,Hyderabad,2
BF2025070941,Rice,Dealer3,1613,21-07-2025,Pune,3
BF2025070941,Rice,Dealer5,1221,20-07-2025,Mumbai,3
BF2025070941,Rice,Dealer23,2482,25-07-2025,Ahmedabad,1
BF2025070941,Rice,Dealer1,2181,22-07-2025,Mumbai,3
BF2025070941,Rice,Dealer10,474,26-07-2025,Chennai,1
BF2025070942,Rice,Dealer11,2233,26-07-2025,Mumbai,2
BF2025070942,Rice,Dealer3,2756,28-07-2025,Ahmedabad,1
BF2025070942,Rice,Dealer9,880,27-07-2025,Pune,1
BF2025070942,Rice,Dealer8,535,05-08-2025,Kolkata,3
BF2025070943,Rice,Dealer14,4737,31-07-2025,Chennai,2
BF2025070943,Rice,Dealer10,2295,31-07-2025,Mumbai,1
BF2025070943,Rice,Dealer5,3093,03-08-2025,Bangalore,1
BF2025070943,Rice,Dealer11,4729,03-08-2025,Chennai,2
BF2025070943,Rice,Dealer25,806,05-08-2025,Kolkata,3
BF2025070943,Rice,Dealer15,2415,04-08-2025,Pune,1
BF2025070944,Rice,Dealer7,1554,14-07-2025,Delhi,2
BF2025070944,Rice,Dealer2,1734,15-07-2025,Bangalore,2
BF2025070944,Rice,Dealer6,1227,21-07-2025,Mumbai,3
BF2025070944,Rice,Dealer17,595,18-07-2025,Bangalore,3
BF2025070944,Rice,Dealer14,1234,17-07-2025,Pune,1
BF2025070945,Shampoo,Dealer14,1991,11-07-2025,Delhi,2
BF2025070945,Shampoo,Dealer16,3660,11-07-2025,Delhi,1
BF2025070945,Shampoo,Dealer2,880,14-07-2025,Bangalore,3
BF2025070945,Shampoo,Dealer4,593,13-07-2025,Pune,1
BF2025070945,Shampoo,Dealer11,5345,18-07-2025,Chennai,1
BF2025070945,Shampoo,Dealer3,2638,25-07-2025,Delhi,1
